Flat_Price,EMI_Starts,BHK,Location,Total_sq.ft,Price_per_sq.ft,EMI,Flat_Price_K
1.1 Cr,54.61 K,4,Kamalgazi,2900,3.79,54.61,11000
1.8 Cr,89.36 K,5,"Baishnabghata Patuli Township,",1900,9.47,89.36,18000
1.8 Cr,89.36 K,5,"Baishnabghata Patuli Township,",1700,10.59,89.36,18000
1.6 Cr,79.43 K,5,New Barrakpur,2700,5.92,79.43,16000
1.2 Cr,59.58 K,4,Kamalgazi,3118,3.85,59.58,12000
2.0 Cr,99.29 K,9,Kalikapur,4350,4.6,99.29,20000
3.0 Cr,1.49 Lacs,7,Regent Park,4500,6.67,149,30000
4.5 Cr,2.23 Lacs,6,Ballygunge,7500,6,223,45000
3.0 Cr,1.49 Lacs,10,Gariahat,2000,15,149,30000
1.8 Cr,89.36 K,6,South Dum Dum,1600,11.25,89.36,18000
2.0 Cr,99.29 K,8,Taltala,1800,11.11,99.29,20000
25.0 L,13.24 K,2,Keshtopur,1500,1.67,13.24,2500
19.0 L,10.06 K,2,Baranagar,624,3.04,10.06,1900
70.0 L,37.07 K,6,Thakurpukur,800,8.75,37.07,7000
3.0 Cr,1.49 Lacs,4,Ballygunge,3000,10,149,30000
1.0 Cr,49.65 K,4,Nazirabad,1400,7.14,49.65,10000
72.0 L,38.13 K,5,Paschim Barisha,2500,2.88,38.13,7200
72.0 L,38.13 K,5,Paschim Barisha,2500,2.88,38.13,7200
2.0 Cr,99.29 K,9,Garfa,4320,4.63,99.29,20000
2.0 Cr,99.29 K,10,Santoshpur,4000,5,99.29,20000
1.5 Cr,74.47 K,6,Nabapally,2304,6.51,74.47,15000
1.1 Cr,54.61 K,4,Kamalgazi,2900,3.79,54.61,11000
1.8 Cr,89.36 K,5,"Baishnabghata Patuli Township,",1900,9.47,89.36,18000
1.8 Cr,89.36 K,5,"Baishnabghata Patuli Township,",1700,10.59,89.36,18000
1.6 Cr,79.43 K,5,New Barrakpur,2700,5.92,79.43,16000
1.2 Cr,59.58 K,4,Kamalgazi,3118,3.85,59.58,12000
70.0 L,37.07 K,5,Panihati,1576,4.44,37.07,7000
72.0 L,38.13 K,5,Dum Dum,1800,4,38.13,7200
14.0 L,7.41 K,2,Baruipur P,770,1.82,7.41,1400
75.0 L,39.72 K,2,Madhyamgram,826,9.08,39.72,7500
65.0 L,34.42 K,6,Rajpur Sonarpur,1860,3.49,34.42,6500
60.0 L,31.77 K,2,Habra,760,7.89,31.77,6000
65.0 L,34.42 K,6,Rajpur Sonarpur,1450,4.48,34.42,6500
80.0 L,39.72 K,6,Palta,1200,6.67,39.72,8000
35.0 L,18.53 K,3,Ichapur,1000,3.5,18.53,3500
1.7 Cr,84.40 K,5,Kalighat,4000,4.25,84.4,17000
70.0 L,37.07 K,3,Dum Dum Cantonment,1300,5.38,37.07,7000
14.0 L,7.41 K,2,Baruipur P,750,1.87,7.41,1400
80.0 L,39.72 K,6,Thakurpukur,2100,3.81,39.72,8000
3.5 Cr,1.74 Lacs,4,Baranagar,1620,21.6,174,35000
1.5 Cr,74.47 K,6,Jadavpur,2400,6.25,74.47,15000
1.5 Cr,74.47 K,5,Barrackpore,2000,7.5,74.47,15000
34.0 L,18.00 K,2,Salt Lake City,800,4.25,18,3400
1.5 Cr,74.47 K,4,Panchpota,2000,7.5,74.47,15000
75.0 L,39.72 K,3,Dum Dum,1400,5.36,39.72,7500
50.0 L,26.48 K,2,Keshtopur,1080,4.63,26.48,5000
70.0 L,37.07 K,5,Panihati,1576,4.44,37.07,7000
72.0 L,38.13 K,5,Dum Dum,1800,4,38.13,7200
14.0 L,7.41 K,2,Baruipur P,770,1.82,7.41,1400
75.0 L,39.72 K,2,Madhyamgram,826,9.08,39.72,7500
65.0 L,34.42 K,6,Rajpur Sonarpur,1860,3.49,34.42,6500
60.0 L,31.77 K,2,Habra,760,7.89,31.77,6000
65.0 L,34.42 K,6,Rajpur Sonarpur,1450,4.48,34.42,6500
80.0 L,39.72 K,6,Palta,1200,6.67,39.72,8000
35.0 L,18.53 K,3,Ichapur,1000,3.5,18.53,3500
1.7 Cr,84.40 K,5,Kalighat,4000,4.25,84.4,17000
70.0 L,37.07 K,3,Dum Dum Cantonment,1300,5.38,37.07,7000
14.0 L,7.41 K,2,Baruipur P,750,1.87,7.41,1400
80.0 L,39.72 K,6,Thakurpukur,2100,3.81,39.72,8000
3.5 Cr,1.74 Lacs,4,Baranagar,1620,21.6,174,35000
1.5 Cr,74.47 K,6,Jadavpur,2400,6.25,74.47,15000
1.5 Cr,74.47 K,5,Barrackpore,2000,7.5,74.47,15000
34.0 L,18.00 K,2,Salt Lake City,800,4.25,18,3400
1.5 Cr,74.47 K,4,Panchpota,2000,7.5,74.47,15000
75.0 L,39.72 K,3,Dum Dum,1400,5.36,39.72,7500
50.0 L,26.48 K,2,Keshtopur,1080,4.63,26.48,5000
8.0 Cr,3.97 Lacs,10,Park Street Area,7840,10.2,397,80000
45.0 L,23.83 K,4,Maheshtala,1600,2.81,23.83,4500
2.3 Cr,1.14 Lacs,8,Tagore Park,4000,5.75,114,23000
45.0 L,23.83 K,3,Birati,600,7.5,23.83,4500
39.0 L,20.65 K,2,Paschim Barisha,1190,3.28,20.65,3900
3.5 Cr,1.74 Lacs,4,Salt Lake City,3200,10.94,174,35000
67.0 L,35.48 K,4,Maheshtala,3500,1.91,35.48,6700
90.0 L,44.68 K,3,Madhyamgram,1750,5.14,44.68,9000
2.0 Cr,99.29 K,4,Machuabazar,1400,14.29,99.29,20000
2.0 Cr,99.29 K,4,South Dum Dum,1400,14.29,99.29,20000
80.0 L,39.72 K,5,Alipore,1800,4.44,39.72,8000
1.05 Cr,52.13 K,5,Baranagar,1784,5.88,52.13,10500
40.0 L,21.18 K,3,Rajpur Sonarpur,2880,1.39,21.18,4000
37.0 L,19.59 K,3,Srirampur,1200,3.08,19.59,3700
1.95 Cr,96.81 K,9,Barasat,2172,8.98,96.81,19500
25.0 L,13.24 K,5,Purba Putiary,1440,1.74,13.24,2500
3.0 Cr,1.49 Lacs,7,Baranagar,3600,8.33,149,30000
90.0 L,44.68 K,4,Machuabazar,750,12,44.68,9000
95.0 L,47.16 K,6,Kaikhali,1260,7.54,47.16,9500
80.0 L,39.72 K,5,Haltu,2200,3.64,39.72,8000
1.8 Cr,89.36 K,6,South Dum Dum,1600,11.25,89.36,18000
8.0 Cr,3.97 Lacs,10,Park Street Area,7840,10.2,397,80000
45.0 L,23.83 K,4,Maheshtala,1600,2.81,23.83,4500
2.3 Cr,1.14 Lacs,8,Tagore Park,4000,5.75,114,23000
45.0 L,23.83 K,3,Birati,600,7.5,23.83,4500
39.0 L,20.65 K,2,Paschim Barisha,1190,3.28,20.65,3900
3.5 Cr,1.74 Lacs,4,Salt Lake City,3200,10.94,174,35000
67.0 L,35.48 K,4,Maheshtala,3500,1.91,35.48,6700
90.0 L,44.68 K,3,Madhyamgram,1750,5.14,44.68,9000
2.0 Cr,99.29 K,4,Machuabazar,1400,14.29,99.29,20000
2.0 Cr,99.29 K,4,South Dum Dum,1400,14.29,99.29,20000
80.0 L,39.72 K,5,Alipore,1800,4.44,39.72,8000
1.05 Cr,52.13 K,5,Baranagar,1784,5.88,52.13,10500
40.0 L,21.18 K,3,Rajpur Sonarpur,2880,1.39,21.18,4000
37.0 L,19.59 K,3,Srirampur,1200,3.08,19.59,3700
1.95 Cr,96.81 K,9,Barasat,2172,8.98,96.81,19500
25.0 L,13.24 K,5,Purba Putiary,1440,1.74,13.24,2500
3.0 Cr,1.49 Lacs,7,Baranagar,3600,8.33,149,30000
90.0 L,44.68 K,4,Machuabazar,750,12,44.68,9000
95.0 L,47.16 K,6,Kaikhali,1260,7.54,47.16,9500
80.0 L,39.72 K,5,Haltu,2200,3.64,39.72,8000
9.8 Cr,4.87 Lacs,3,Behala,2400,40.83,487,98000
90.0 L,44.68 K,4,Beniatola,1900,4.74,44.68,9000
2.5 Cr,1.24 Lacs,10,New Town,5000,5,124,25000
40.0 L,21.18 K,3,Ichapur,857,4.67,21.18,4000
40.0 L,21.18 K,3,Barrackpore,578,6.92,21.18,4000
1.8 Cr,89.36 K,6,Santoshpur,2550,7.06,89.36,18000
4.5 Cr,2.23 Lacs,5,Salt Lake City,1800,25,223,45000
4.8 Cr,2.38 Lacs,5,Salt Lake City,1800,26.67,238,48000
1.1 Cr,54.61 K,4,Sinthi,1300,8.46,54.61,11000
30.0 L,15.89 K,2,Garden Reach,1000,3,15.89,3000
5.0 Cr,2.48 Lacs,5,Salt Lake City,1800,27.78,248,50000
50.0 L,26.48 K,4,New Barrakpur,1800,2.78,26.48,5000
85.0 L,42.20 K,6,Dhakuria,3500,2.43,42.2,8500
2.4 Cr,1.19 Lacs,6,Alipore,4200,5.71,119,24000
75.0 L,39.72 K,5,Beniatola,1000,7.5,39.72,7500
1.8 Cr,89.36 K,3,Mukundapur,1300,13.85,89.36,18000
90.0 L,44.68 K,4,Naihati,1800,5,44.68,9000
2.0 Cr,99.29 K,2,Taltala,1139,17.56,99.29,20000
1.7 Cr,84.40 K,5,Kalighat,4000,4.25,84.4,17000
67.0 L,35.48 K,4,Maheshtala,3500,1.91,35.48,6700
9.8 Cr,4.87 Lacs,3,Behala,2400,40.83,487,98000
90.0 L,44.68 K,4,Beniatola,1900,4.74,44.68,9000
2.5 Cr,1.24 Lacs,10,New Town,5000,5,124,25000
40.0 L,21.18 K,3,Ichapur,857,4.67,21.18,4000
40.0 L,21.18 K,3,Barrackpore,578,6.92,21.18,4000
1.8 Cr,89.36 K,6,Santoshpur,2550,7.06,89.36,18000
4.5 Cr,2.23 Lacs,5,Salt Lake City,1800,25,223,45000
4.8 Cr,2.38 Lacs,5,Salt Lake City,1800,26.67,238,48000
1.1 Cr,54.61 K,4,Sinthi,1300,8.46,54.61,11000
30.0 L,15.89 K,2,Garden Reach,1000,3,15.89,3000
5.0 Cr,2.48 Lacs,5,Salt Lake City,1800,27.78,248,50000
50.0 L,26.48 K,4,New Barrakpur,1800,2.78,26.48,5000
85.0 L,42.20 K,6,Dhakuria,3500,2.43,42.2,8500
2.4 Cr,1.19 Lacs,6,Alipore,4200,5.71,119,24000
75.0 L,39.72 K,5,Beniatola,1000,7.5,39.72,7500
1.8 Cr,89.36 K,3,Mukundapur,1300,13.85,89.36,18000
90.0 L,44.68 K,4,Naihati,1800,5,44.68,9000
2.0 Cr,99.29 K,2,Taltala,1139,17.56,99.29,20000
39.0 L,20.65 K,3,Dakshineswar,4580,851/sq.ft,20.65,3900
1.0 Cr,49.65 K,5,Barrackpore,2400,4.17,49.65,10000
58.0 L,30.71 K,3,Dunlop,2100,2.76,30.71,5800
1.4 Cr,69.50 K,4,Behala,6000,2.33,69.5,14000
48.0 L,25.42 K,2,Kazipara,1125,4.27,25.42,4800
1.9 Cr,94.33 K,4,Thakurpukur,5395,3.52,94.33,19000
21.0 L,11.12 K,2,Tiljala,780,2.69,11.12,2100
1.9 Cr,94.33 K,4,Joka,5395,3.52,94.33,19000
3.5 Cr,1.74 Lacs,5,Khidirpur,5000,7,174,35000
1.4 Cr,69.50 K,4,Behala,3000,4.67,69.5,14000
14.0 L,7.41 K,1,"Baishnabghata Patuli Township,",400,3.5,7.41,1400
35.0 L,18.53 K,2,Kustia,810,4.32,18.53,3500
50.0 L,26.48 K,3,Rania,1183,4.23,26.48,5000
18.0 L,9.53 K,4,Malickpur,1550,1.16,9.53,1800
45.0 L,23.83 K,3,Agarpara,3600,1.25,23.83,4500
30.0 L,15.89 K,5,Jadavpur,2088,1.44,15.89,3000
90.0 L,44.68 K,8,Diamond Harbour,2520,3.57,44.68,9000
5.53 Cr,2.75 Lacs,2,Salt Lake City,5000,11.07,275,55300
7.0 L,3.71 K,3,Barasat,1500,466/sq.ft,3.71,700
70.0 L,37.07 K,4,Sarsuna,1600,4.38,37.07,7000
67.0 L,35.48 K,4,Maheshtala,3500,1.91,35.48,6700
39.0 L,20.65 K,3,Dakshineswar,4580,851/sq.ft,20.65,3900
1.0 Cr,49.65 K,5,Barrackpore,2400,4.17,49.65,10000
58.0 L,30.71 K,3,Dunlop,2100,2.76,30.71,5800
1.4 Cr,69.50 K,4,Behala,6000,2.33,69.5,14000
48.0 L,25.42 K,2,Kazipara,1125,4.27,25.42,4800
1.9 Cr,94.33 K,4,Thakurpukur,5395,3.52,94.33,19000
21.0 L,11.12 K,2,Tiljala,780,2.69,11.12,2100
1.9 Cr,94.33 K,4,Joka,5395,3.52,94.33,19000
3.5 Cr,1.74 Lacs,5,Khidirpur,5000,7,174,35000
1.4 Cr,69.50 K,4,Behala,3000,4.67,69.5,14000
14.0 L,7.41 K,1,"Baishnabghata Patuli Township,",400,3.5,7.41,1400
35.0 L,18.53 K,2,Kustia,810,4.32,18.53,3500
50.0 L,26.48 K,3,Rania,1183,4.23,26.48,5000
18.0 L,9.53 K,4,Malickpur,1550,1.16,9.53,1800
45.0 L,23.83 K,3,Agarpara,3600,1.25,23.83,4500
30.0 L,15.89 K,5,Jadavpur,2088,1.44,15.89,3000
90.0 L,44.68 K,8,Diamond Harbour,2520,3.57,44.68,9000
5.53 Cr,2.75 Lacs,2,Salt Lake City,5000,11.07,275,55300
7.0 L,3.71 K,3,Barasat,1500,466/sq.ft,3.71,700
70.0 L,37.07 K,4,Sarsuna,1600,4.38,37.07,7000
2.0 Cr,99.29 K,10,Kalighat,4000,5,99.29,20000
20.0 Cr,9.93 Lacs,6,Barabazar Market,7200,27.78,993,200000
4.5 Cr,2.23 Lacs,9,Salt Lake City,6000,7.5,223,45000
40.0 L,21.18 K,3,Madhyamgram,1800,2.22,21.18,4000
60.0 L,31.77 K,10,Bramhapur,3200,1.88,31.77,6000
22.0 L,11.65 K,4,Doperia Village,1440,1.53,11.65,2200
27.0 L,14.30 K,2,Paschim Putiary,1440,1.88,14.3,2700
1.52 Cr,75.46 K,7,Rajpur Sonarpur,2500,6.08,75.46,15200
1.1 Cr,54.61 K,6,Sodepur,2168,5.07,54.61,11000
60.0 L,31.77 K,10,Bramhapur,3200,1.88,31.77,6000
85.0 L,42.20 K,3,Airport,1000,8.5,42.2,8500
1.1 Cr,54.61 K,8,Hedua,1080,10.19,54.61,11000
1.3 Cr,64.54 K,10,Khidirpur,3350,3.88,64.54,13000
4.3 Cr,2.13 Lacs,4,Garfa,3750,11.47,213,43000
40.0 L,21.18 K,3,Natunhat,1440,2.78,21.18,4000
37.0 L,19.59 K,2,Rajpur Sonarpur,2900,1.27,19.59,3700
58.0 L,30.71 K,5,Garia,1440,4.03,30.71,5800
55.0 L,29.13 K,5,Khardah,2200,2.5,29.13,5500
35.0 L,18.53 K,2,Birati,500,7,18.53,3500
70.0 L,37.07 K,5,Rajpur Sonarpur,1800,3.89,37.07,7000
2.0 Cr,99.29 K,10,Kalighat,4000,5,99.29,20000
20.0 Cr,9.93 Lacs,6,Barabazar Market,7200,27.78,993,200000
4.5 Cr,2.23 Lacs,9,Salt Lake City,6000,7.5,223,45000
40.0 L,21.18 K,3,Madhyamgram,1800,2.22,21.18,4000
60.0 L,31.77 K,10,Bramhapur,3200,1.88,31.77,6000
22.0 L,11.65 K,4,Doperia Village,1440,1.53,11.65,2200
27.0 L,14.30 K,2,Paschim Putiary,1440,1.88,14.3,2700
1.52 Cr,75.46 K,7,Rajpur Sonarpur,2500,6.08,75.46,15200
1.1 Cr,54.61 K,6,Sodepur,2168,5.07,54.61,11000
60.0 L,31.77 K,10,Bramhapur,3200,1.88,31.77,6000
85.0 L,42.20 K,3,Airport,1000,8.5,42.2,8500
1.1 Cr,54.61 K,8,Hedua,1080,10.19,54.61,11000
1.3 Cr,64.54 K,10,Khidirpur,3350,3.88,64.54,13000
4.3 Cr,2.13 Lacs,4,Garfa,3750,11.47,213,43000
40.0 L,21.18 K,3,Natunhat,1440,2.78,21.18,4000
37.0 L,19.59 K,2,Rajpur Sonarpur,2900,1.27,19.59,3700
58.0 L,30.71 K,5,Garia,1440,4.03,30.71,5800
55.0 L,29.13 K,5,Khardah,2200,2.5,29.13,5500
35.0 L,18.53 K,2,Birati,500,7,18.53,3500
70.0 L,37.07 K,5,Rajpur Sonarpur,1800,3.89,37.07,7000
99.0 L,49.15 K,8,Behala,4620,2.14,49.15,9900
1.1 Cr,54.61 K,7,Pancha Sayar,1400,7.86,54.61,11000
99.0 L,49.15 K,8,Behala,2480,3.99,49.15,9900
70.0 L,37.07 K,3,Tollygunge,1500,4.67,37.07,7000
70.0 L,37.07 K,5,Naihati,10000,700/sq.ft,37.07,7000
1.1 Cr,54.61 K,3,Maheshtala,1200,9.17,54.61,11000
83.0 L,41.21 K,3,Behala,1700,4.88,41.21,8300
2.5 Cr,1.24 Lacs,6,Raja Bazar,1900,13.16,124,25000
70.0 L,37.07 K,3,New Town,1200,5.83,37.07,7000
70.0 L,37.07 K,3,New Town,1240,5.64,37.07,7000
60.0 L,31.77 K,5,Baranagar,900,6.67,31.77,6000
80.0 L,39.72 K,6,Barasat,1500,5.33,39.72,8000
22.0 L,11.65 K,2,Ashokgarh,740,2.97,11.65,2200
15.0 Cr,7.45 Lacs,4,Taltala,1600,93.75,745,150000
30.0 L,15.89 K,6,Budge Budge,2000,1.5,15.89,3000
80.0 L,39.72 K,10,Birati,2519,3.17,39.72,8000
22.0 L,11.65 K,3,Halisahar,1400,1.57,11.65,2200
22.0 L,11.65 K,2,Halisahar,900,2.44,11.65,2200
1.5 Cr,74.47 K,7,Barrackpore,4320,3.47,74.47,15000
56.0 L,29.66 K,1,Shobhabazar,539,10.39,29.66,5600
28.0 L,14.83 K,4,Ruiya,1440,1.94,14.83,2800
1.4 Cr,69.50 K,7,Tollygunge,1530,9.15,69.5,14000
1.1 Cr,54.61 K,3,Entally,1800,6.11,54.61,11000
1.9 Cr,94.33 K,4,Baithakkhana,1480,12.84,94.33,19000
38.0 L,20.12 K,5,Rajpur Sonarpur,1650,2.3,20.12,3800
3.2 Cr,1.59 Lacs,5,Ballygunge,2700,11.85,159,32000
43.0 L,22.77 K,2,Thakurpukur,1500,2.87,22.77,4300
19.0 L,10.06 K,2,Halisahar,1080,1.76,10.06,1900
26.0 L,13.77 K,2,Bijoygarh,746,3.48,13.77,2600
1.5 Cr,74.47 K,4,Bhowanipore,1596,9.4,74.47,15000
3.85 Cr,1.91 Lacs,9,Shyambazar,5200,7.4,191,38500
2.3 Cr,1.14 Lacs,10,Beliaghata,6000,3.83,114,23000
55.0 L,29.13 K,3,Bansdroni,1440,3.82,29.13,5500
48.0 L,25.42 K,3,Thakurpukur,910,5.27,25.42,4800
90.0 L,44.68 K,2,Dunlop,850,10.59,44.68,9000
35.0 L,18.53 K,2,Kaikhali,841,4.16,18.53,3500
3.0 Cr,1.49 Lacs,6,Lake Town,5000,6,149,30000
22.0 L,11.65 K,2,Halisahar,900,2.44,11.65,2200
1.5 Cr,74.47 K,7,Barrackpore,4320,3.47,74.47,15000
56.0 L,29.66 K,1,Shobhabazar,539,10.39,29.66,5600
28.0 L,14.83 K,4,Ruiya,1440,1.94,14.83,2800
1.4 Cr,69.50 K,7,Tollygunge,1530,9.15,69.5,14000
1.1 Cr,54.61 K,3,Entally,1800,6.11,54.61,11000
1.9 Cr,94.33 K,4,Baithakkhana,1480,12.84,94.33,19000
38.0 L,20.12 K,5,Rajpur Sonarpur,1650,2.3,20.12,3800
3.2 Cr,1.59 Lacs,5,Ballygunge,2700,11.85,159,32000
43.0 L,22.77 K,2,Thakurpukur,1500,2.87,22.77,4300
19.0 L,10.06 K,2,Halisahar,1080,1.76,10.06,1900
26.0 L,13.77 K,2,Bijoygarh,746,3.48,13.77,2600
1.5 Cr,74.47 K,4,Bhowanipore,1596,9.4,74.47,15000
3.85 Cr,1.91 Lacs,9,Shyambazar,5200,7.4,191,38500
2.3 Cr,1.14 Lacs,10,Beliaghata,6000,3.83,114,23000
55.0 L,29.13 K,3,Bansdroni,1440,3.82,29.13,5500
48.0 L,25.42 K,3,Thakurpukur,910,5.27,25.42,4800
90.0 L,44.68 K,2,Dunlop,850,10.59,44.68,9000
35.0 L,18.53 K,2,Kaikhali,841,4.16,18.53,3500
3.0 Cr,1.49 Lacs,6,Lake Town,5000,6,149,30000
65.0 L,34.42 K,5,Rajpur Sonarpur,2200,2.95,34.42,6500
40.0 L,21.18 K,2,South Dum Dum,650,6.15,21.18,4000
95.0 L,47.16 K,9,Machuabazar,2880,3.3,47.16,9500
70.0 L,37.07 K,5,Bhatpara,2000,3.5,37.07,7000
1.0 Cr,49.65 K,3,Behala,3000,3.33,49.65,10000
1.0 Cr,49.65 K,3,Dunlop,1000,10,49.65,10000
40.0 L,21.18 K,3,South Dum Dum,870,4.6,21.18,4000
1.1 Cr,54.61 K,2,Kasba,1500,7.33,54.61,11000
2.0 Cr,99.29 K,3,Topsia,2060,9.71,99.29,20000
35.0 L,18.53 K,6,Rajarhat,2000,1.75,18.53,3500
45.0 L,23.83 K,4,Agarpara,675,6.67,23.83,4500
28.5 L,15.09 K,2,Uttarbhag,1024,2.78,15.09,2850
36.0 L,19.06 K,2,Halisahar,1300,2.77,19.06,3600
40.0 L,21.18 K,4,Kaikhali,2200,1.82,21.18,4000
70.0 L,37.07 K,2,Barisha,2200,3.18,37.07,7000
1.2 Cr,59.58 K,2,Picnic Garden,1050,11.43,59.58,12000
1.1 Cr,54.61 K,6,Budge Budge,3484,3.16,54.61,11000
2.25 Cr,1.12 Lacs,4,Ballygunge,1075,20.93,112,22500
1.4 Cr,69.50 K,9,Baghajatin,3600,3.89,69.5,14000
68.0 L,36.01 K,5,Rajpur Sonarpur,1600,4.25,36.01,6800
40.0 L,21.18 K,2,South Dum Dum,650,6.15,21.18,4000
95.0 L,47.16 K,9,Machuabazar,2880,3.3,47.16,9500
70.0 L,37.07 K,5,Bhatpara,2000,3.5,37.07,7000
1.0 Cr,49.65 K,3,Behala,3000,3.33,49.65,10000
1.0 Cr,49.65 K,3,Dunlop,1000,10,49.65,10000
40.0 L,21.18 K,3,South Dum Dum,870,4.6,21.18,4000
1.1 Cr,54.61 K,2,Kasba,1500,7.33,54.61,11000
2.0 Cr,99.29 K,3,Topsia,2060,9.71,99.29,20000
35.0 L,18.53 K,6,Rajarhat,2000,1.75,18.53,3500
45.0 L,23.83 K,4,Agarpara,675,6.67,23.83,4500
28.5 L,15.09 K,2,Uttarbhag,1024,2.78,15.09,2850
36.0 L,19.06 K,2,Halisahar,1300,2.77,19.06,3600
40.0 L,21.18 K,4,Kaikhali,2200,1.82,21.18,4000
70.0 L,37.07 K,2,Barisha,2200,3.18,37.07,7000
1.2 Cr,59.58 K,2,Picnic Garden,1050,11.43,59.58,12000
1.1 Cr,54.61 K,6,Budge Budge,3484,3.16,54.61,11000
2.25 Cr,1.12 Lacs,4,Ballygunge,1075,20.93,112,22500
1.4 Cr,69.50 K,9,Baghajatin,3600,3.89,69.5,14000
68.0 L,36.01 K,5,Rajpur Sonarpur,1600,4.25,36.01,6800
45.0 L,23.83 K,2,Bow Barracks,500,9,23.83,4500
32.0 L,16.95 K,5,Amtala,2160,1.48,16.95,3200
2.0 Cr,99.29 K,3,Salt Lake City,2300,8.7,99.29,20000
5.5 Cr,2.73 Lacs,5,Gariahat,5500,10,273,55000
60.0 L,31.77 K,2,New Town,1440,4.17,31.77,6000
3.0 Cr,1.49 Lacs,3,New Town,3000,10,149,30000
95.0 L,47.16 K,7,Thakurpukur,3000,3.17,47.16,9500
55.0 L,29.13 K,5,Purba Barisha,2100,2.62,29.13,5500
7.0 Cr,3.48 Lacs,3,New Alipore,6000,11.67,348,70000
1.1 Cr,54.61 K,3,Tangra,800,13.75,54.61,11000
1.8 Cr,89.36 K,5,Bhowanipore,1215,14.81,89.36,18000
1.1 Cr,54.61 K,4,Kalyani,5700,1.93,54.61,11000
2.5 Cr,1.24 Lacs,6,Machuabazar,2000,12.5,124,25000
80.0 L,39.72 K,9,Barisha,1361,5.88,39.72,8000
6.3 Cr,3.13 Lacs,5,Ballygunge,5000,12.6,313,63000
32.75 L,17.34 K,2,Haltu,760,4.31,17.34,3275
4.4 Cr,2.18 Lacs,4,Salt Lake City,4600,9.56,218,44000
25.0 L,13.24 K,3,Rajpur Sonarpur,1440,1.74,13.24,2500
70.0 L,37.07 K,3,Rajpur Sonarpur,1800,3.89,37.07,7000
30.0 L,15.89 K,2,Birati,1400,2.14,15.89,3000
3.0 Cr,1.49 Lacs,6,Lake Town,5000,6,149,30000
32.0 L,16.95 K,5,Amtala,2160,1.48,16.95,3200
2.0 Cr,99.29 K,3,Salt Lake City,2300,8.7,99.29,20000
5.5 Cr,2.73 Lacs,5,Gariahat,5500,10,273,55000
60.0 L,31.77 K,2,New Town,1440,4.17,31.77,6000
3.0 Cr,1.49 Lacs,3,New Town,3000,10,149,30000
95.0 L,47.16 K,7,Thakurpukur,3000,3.17,47.16,9500
55.0 L,29.13 K,5,Purba Barisha,2100,2.62,29.13,5500
7.0 Cr,3.48 Lacs,3,New Alipore,6000,11.67,348,70000
1.1 Cr,54.61 K,3,Tangra,800,13.75,54.61,11000
1.8 Cr,89.36 K,5,Bhowanipore,1215,14.81,89.36,18000
1.1 Cr,54.61 K,4,Kalyani,5700,1.93,54.61,11000
2.5 Cr,1.24 Lacs,6,Machuabazar,2000,12.5,124,25000
80.0 L,39.72 K,9,Barisha,1361,5.88,39.72,8000
6.3 Cr,3.13 Lacs,5,Ballygunge,5000,12.6,313,63000
32.75 L,17.34 K,2,Haltu,760,4.31,17.34,3275
4.4 Cr,2.18 Lacs,4,Salt Lake City,4600,9.56,218,44000
25.0 L,13.24 K,3,Rajpur Sonarpur,1440,1.74,13.24,2500
70.0 L,37.07 K,3,Rajpur Sonarpur,1800,3.89,37.07,7000
30.0 L,15.89 K,2,Birati,1400,2.14,15.89,3000
30.0 L,15.89 K,2,Abdalpur,900,3.33,15.89,3000
80.0 L,39.72 K,4,Rajpur Sonarpur,2000,4,39.72,8000
55.0 L,29.13 K,5,Agarpara,1500,3.67,29.13,5500
1.2 Cr,59.58 K,5,Sodepur,3500,3.43,59.58,12000
20.0 L,10.59 K,2,Basirhat,1000,2,10.59,2000
90.0 L,44.68 K,5,Bijoygarh,3500,2.57,44.68,9000
10.0 Cr,4.96 Lacs,10,Taltala,2600,38.46,496,100000
8.25 Cr,4.10 Lacs,6,Alipore,10000,8.25,410,82500
80.0 L,39.72 K,5,Baranagar,2520,3.17,39.72,8000
50.0 L,26.48 K,4,North Dum Dum,2000,2.5,26.48,5000
36.0 L,19.06 K,2,Garia,1400,2.57,19.06,3600
2.0 Cr,99.29 K,4,Metiabruz,1500,13.33,99.29,20000
1.2 Cr,59.58 K,3,Santoshpur,1300,9.23,59.58,12000
1.2 Cr,59.58 K,3,Santoshpur,2500,4.8,59.58,12000
85.0 L,42.20 K,3,Rajpur Sonarpur,1650,5.15,42.2,8500
1.05 Cr,52.13 K,3,Ultadanga,1920,5.47,52.13,10500
1.0 Cr,49.65 K,6,Garia,2800,3.57,49.65,10000
1.3 Cr,64.54 K,6,Garia,3600,3.61,64.54,13000
1.0 Cr,49.65 K,6,Garia,3000,3.33,49.65,10000
1.0 Cr,49.65 K,6,Garia,3600,2.78,49.65,10000
30.0 L,15.89 K,2,Abdalpur,900,3.33,15.89,3000
80.0 L,39.72 K,4,Rajpur Sonarpur,2000,4,39.72,8000
55.0 L,29.13 K,5,Agarpara,1500,3.67,29.13,5500
1.2 Cr,59.58 K,5,Sodepur,3500,3.43,59.58,12000
20.0 L,10.59 K,2,Basirhat,1000,2,10.59,2000
90.0 L,44.68 K,5,Bijoygarh,3500,2.57,44.68,9000
10.0 Cr,4.96 Lacs,10,Taltala,2600,38.46,496,100000
8.25 Cr,4.10 Lacs,6,Alipore,10000,8.25,410,82500
